Ссылка,Адрес,Цена,Тип помещения,Площадь,Этаж,Этажей в доме,Телефон
https://cian.ru/rent/commercial/318800660/,"Свердловская область, Екатеринбург, р-н Октябрьский, мкр. Кольцово, ул. ЕКАД 5-й Километр, 6",32040,Офис,35.6,2,3,+79122115886
https://cian.ru/rent/commercial/318800666/,"Свердловская область, Екатеринбург, р-н Октябрьский, мкр. Кольцово, ул. ЕКАД 5-й Километр, 6",74320,Офис,92.9,2,3,+79122115886
https://cian.ru/rent/commercial/318800679/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, ул. Фронтовых Бригад, 18М",1641600,Офис,3283.2,6,9,+79122115886
https://cian.ru/rent/commercial/318833655/,"Свердловская область, Екатеринбург, р-н Центр, ул. Куйбышева, 44А/1",354200,Офис,154.0,2,23,+79826318771
https://cian.ru/rent/commercial/318836248/,"Свердловская область, Екатеринбург, р-н Центр, ул. Розы Люксембург, 49",187660,Офис,85.3,5,16,+79122910337
https://cian.ru/rent/commercial/318839299/,"Свердловская область, Екатеринбург, р-н Центр, ул. Куйбышева, 44А/1",132510,Офис,63.1,16,23,+79826101556
https://cian.ru/rent/commercial/318891405/,"Свердловская область, Екатеринбург, р-н Центр, ул. Толмачева, 9",178500,Офис,119.0,2,7,+79126627189
https://cian.ru/rent/commercial/318924523/,"Свердловская область, Екатеринбург, р-н Центр, ул. Мамина-Сибиряка, 101",107640,Офис,82.8,6,17,+79122850743
https://cian.ru/rent/commercial/318939234/,"Свердловская область, Екатеринбург, р-н Центр, ул. Куйбышева, 44А/1",433670,Офис,255.1,2,23,+79826318771
https://cian.ru/rent/commercial/319011926/,"Свердловская область, Екатеринбург, р-н Октябрьский, мкр. Кольцово, Сибирский тракт, 16-й км, 2Г/2",223652,Офис,448.2,2,2,+79126011350
https://cian.ru/rent/commercial/319034466/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Уралмаш, ул. Кузнецова, 9/4",241780,Свобод. назнач.,172.7,1,9,+79945008035
https://cian.ru/rent/commercial/319119086/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, ул. Старых Большевиков, 3Д",49000,Офис,49.0,5,14,+79126628851
https://cian.ru/rent/commercial/319136533/,"Свердловская область, Екатеринбург, р-н Центр, ул. 8 Марта, 70",52050,Офис,34.7,2,12,+79826870125
https://cian.ru/rent/commercial/319166087/,"Свердловская область, Екатеринбург, р-н Октябрьский, ул. Белинского, 83",171000,Офис,94.7,3,20,+79826703601
https://cian.ru/rent/commercial/319244500/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, ул. Электриков, 11Б",53100,Офис,55.9,2,3,+79122628134
https://cian.ru/rent/commercial/319282307/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, ул. 8 Марта, 149",121350,Офис,80.9,3,7,+79126627189
https://cian.ru/rent/commercial/319297396/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. ВИЗ, ул. Нагорная, 12",326480,Свобод. назнач.,148.4,1,29,+79122808482
https://cian.ru/rent/commercial/319302333/,"Свердловская область, Екатеринбург, р-н Центр, ул. Боевых Дружин, 20",338400,Офис,112.8,5,6,+79126627189
https://cian.ru/rent/commercial/319338594/,"Свердловская область, Екатеринбург, р-н Академический, мкр. Широкая Речка, бул. Петра Кожемяко, 16",120000,Свобод. назнач.,75.0,1,25,+79193653924
https://cian.ru/rent/commercial/319417442/,"Свердловская область, Екатеринбург, р-н Академический, мкр. УНЦ, ул. Краснолесья, 30",542000,Офис,542.0,2,19,+79945005068
https://cian.ru/rent/commercial/319418643/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Химмаш, ул. Революции, 29",10000,Свобод. назнач.,24.0,1,1,+79126730635
https://cian.ru/rent/commercial/319427102/,"Свердловская область, Екатеринбург, р-н Ленинский, мкр. Автовокзал, ул. Степана Разина, 79",99320,Свобод. назнач.,76.4,1,5,+79126081761
https://cian.ru/rent/commercial/319428126/,"Свердловская область, Екатеринбург, р-н Центр, ул. Малышева, 29",50600,Офис,25.3,4,5,+79126627189
https://cian.ru/rent/commercial/319439882/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Старая Сортировка, ул. Дружининская, 48А",420000,Офис,600.0,2,2,+79122115886
https://cian.ru/rent/commercial/319439887/,"Свердловская область, Екатеринбург, р-н Октябрьский, мкр. Шарташский рынок, ул. Куйбышева, 82А",47880,Офис,34.2,1,4,+79122115886
https://cian.ru/rent/commercial/319439907/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Заречный, ул. Труда, 10",28000,Офис,40.0,2,3,+79122115886
https://cian.ru/rent/commercial/319493128/,"Свердловская область, Екатеринбург, р-н Центр, ул. Шарташская, 8",38500,Офис,27.5,1,13,+79012493008
https://cian.ru/rent/commercial/319526784/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Заречный, ул. Колмогорова, 3",323640,Офис,359.6,8,10,+79126525260
https://cian.ru/rent/commercial/319576038/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, пер. Ремесленный, 6",65000,Офис,68.0,1,1,+79126627189
https://cian.ru/rent/commercial/319586823/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, ул. Краснофлотцев, 19",153000,Офис,180.0,-1,3,+79126627189
https://cian.ru/rent/commercial/319586825/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, ул. Краснофлотцев, 19",64700,Офис,68.1,-1,3,+79126627189
https://cian.ru/rent/commercial/319586827/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, ул. Краснофлотцев, 19",108000,Офис,120.0,-1,3,+79126627189
https://cian.ru/rent/commercial/319599049/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, ул. 8 Марта, 171",594000,Свобод. назнач.,330.0,1,16,+79945008035
https://cian.ru/rent/commercial/319650807/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Старая Сортировка, пер. Проходной, 1",331075,Офис,348.5,3,3,+79126627189
https://cian.ru/rent/commercial/319664763/,"Свердловская область, Екатеринбург, р-н Центр, ул. Куйбышева, 44А/1",66000,Офис,30.0,12,23,+79826101556
https://cian.ru/rent/commercial/319666965/,"Свердловская область, Екатеринбург, р-н Центр, ул. Бориса Ельцина, 3",415800,Офис,115.5,8,10,+79826018380
https://cian.ru/rent/commercial/319761109/,"Свердловская область, Екатеринбург, р-н Центр, ул. Воеводина, 8",181700,Офис,79.0,8,8,+79126064309
https://cian.ru/rent/commercial/319809300/,"Свердловская область, Екатеринбург, р-н Центр, просп. Ленина, 24/8",47450 - 50310,Свобод. назнач.,38.6,5,6,+79826415630
https://cian.ru/rent/commercial/319813424/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Втузгородок, ул. Раевского, 20",307000,Офис,307.0,1,18,+79827126685
https://cian.ru/rent/commercial/319891199/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Изоплит, ул. Изоплитная, 23В",54680,Свобод. назнач.,68.35,1,5,+79193648358
https://cian.ru/rent/commercial/319931476/,"Свердловская область, Екатеринбург, р-н Центр, ул. Карла Либкнехта, 22",700000,Свобод. назнач.,701.2,1,7,+79586062573
https://cian.ru/rent/commercial/319954136/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Ботанический, ул. Крестинского, 35",210000,Офис,102.0,1,24,+79122311484
https://cian.ru/rent/commercial/319996043/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. ВИЗ, ул. Зеленый Остров, 14",65000,Свобод. назнач.,45.0,1,18,+79810780375
https://cian.ru/rent/commercial/320002276/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Уралмаш, ул. Лукиных, 1А/2",9900,Офис,18.0,2,3,+79827421244
https://cian.ru/rent/commercial/320004495/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Старая Сортировка, ул. Ангарская, 77",20000,Офис,20.0,1,2,+79842331673
https://cian.ru/rent/commercial/320043114/,"Свердловская область, Екатеринбург, р-н Центр, ул. Мамина-Сибиряка, 101",100800,Офис,84.0,4,17,+79122335136
https://cian.ru/rent/commercial/320053655/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. ЖБИ, ул. Владимира Высоцкого, 5",154500,Свобод. назнач.,103.0,1,8,+79122310013
https://cian.ru/rent/commercial/320056375/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Река. Дом на набережной жилой комплекс",134420,Свобод. назнач.,67.21,1,31,+79827229245
https://cian.ru/rent/commercial/320058125/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, ул. Павлодарская, 4/2",114100,Свобод. назнач.,81.5,1,1,+79826414319
https://cian.ru/rent/commercial/320115091/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, ул. Репина, 5",78020,Офис,166.0,-1,7,+79826875076
https://cian.ru/rent/commercial/320156186/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Втузгородок, Традиция жилой комплекс",163050,Свобод. назнач.,108.7,1,10,+79122270233
https://cian.ru/rent/commercial/320188846/,"Свердловская область, Екатеринбург, р-н Центр, ул. Степана Разина, 2",68000,Офис,42.3,7,16,+79327142977
https://cian.ru/rent/commercial/320196349/,"Свердловская область, Екатеринбург, р-н Центр, ул. Челюскинцев, 2",264500,Свобод. назнач.,370.0,1,12,+79826884093
https://cian.ru/rent/commercial/320254834/,"Свердловская область, Екатеринбург, р-н Октябрьский, ул. Белинского, 83",112000,Офис,56.0,7,20,+79826703601
https://cian.ru/rent/commercial/320322308/,"Свердловская область, Екатеринбург, р-н Академический, мкр. Академический, ул. Очеретина, 9",236400,Офис,394.0,1,4,+79122115886
https://cian.ru/rent/commercial/320324772/,"Свердловская область, Екатеринбург, р-н Центр, просп. Ленина, 38А",46180,Офис,84.5,3,5,+79122100216
https://cian.ru/rent/commercial/320338294/,"Свердловская область, Екатеринбург, р-н Академический, мкр. Академический, ул. Академика Ландау, 34",3000000,Свобод. назнач.,1200.0,1,1,+79122837461
https://cian.ru/rent/commercial/320367372/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, ул. Монтерская, 8/1",152000,Свобод. назнач.,76.0,1,25,+79126730635
https://cian.ru/rent/commercial/320440270/,"Свердловская область, Екатеринбург, р-н Центр, ул. Малышева, 44",26000,Офис,24.0,7,7,+79366998931
https://cian.ru/rent/commercial/320456091/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Втузгородок, ул. Блюхера, 58",130000,Офис,130.0,4,5,+79122518387
https://cian.ru/rent/commercial/320458634/,"Свердловская область, Екатеринбург, р-н Октябрьский, ул. Онежская, 10",270000,Свобод. назнач.,270.0,1,11,+79120511486
https://cian.ru/rent/commercial/320503681/,"Свердловская область, Екатеринбург, р-н Центр, ул. Радищева, 6А",91000,Офис,58.0,7,18,+79126219079
https://cian.ru/rent/commercial/320508741/,"Свердловская область, Екатеринбург, р-н Центр, ул. Толмачева, 22",140000,Офис,46.0,4,4,+79122310708
https://cian.ru/rent/commercial/320509499/,"Свердловская область, Екатеринбург, р-н Ленинский, мкр. Автовокзал, ул. Московская, 195",37000,Офис,37.0,7,10,+79827003749
https://cian.ru/rent/commercial/320556608/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Заречный, ул. Бебеля, 17",20000,Офис,38.0,7,7,+79330193382
https://cian.ru/rent/commercial/320572897/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, ул. Старых Большевиков, 2Ак2",212500,Офис,250.0,5,5,+79827408452
https://cian.ru/rent/commercial/320577101/,"Свердловская область, Екатеринбург, р-н Ленинский, мкр. Автовокзал, ул. Чайковского, 11",92730,Офис,56.2,1,6,+79826415900
https://cian.ru/rent/commercial/320577105/,"Свердловская область, Екатеринбург, р-н Ленинский, мкр. Автовокзал, ул. Чайковского, 11",150480,Офис,91.2,1,6,+79826415900
https://cian.ru/rent/commercial/320577108/,"Свердловская область, Екатеринбург, р-н Ленинский, мкр. Автовокзал, ул. Чайковского, 11",73755,Офис,44.7,1,6,+79826415900
https://cian.ru/rent/commercial/320577111/,"Свердловская область, Екатеринбург, р-н Ленинский, мкр. Автовокзал, ул. Чайковского, 11",40425,Офис,24.5,1,6,+79826415900
https://cian.ru/rent/commercial/320592031/,"Свердловская область, Екатеринбург, р-н Центр, ул. Толмачева, 9",190910,Офис,112.3,1,7,+79126627189
https://cian.ru/rent/commercial/320629569/,"Свердловская область, Екатеринбург, р-н Академический, мкр. Академический, ул. Павла Шаманова, 12",60000,Свобод. назнач.,80.0,1,15,+79826415428
https://cian.ru/rent/commercial/320672549/,"Свердловская область, Екатеринбург, р-н Центр, ул. Малышева, 51",55000,Офис,46.9,6,54,+79126531710
https://cian.ru/rent/commercial/320717112/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, ул. Сурикова, 63/2",286000,Свобод. назнач.,143.0,1,27,+79827229245
https://cian.ru/rent/commercial/320743545/,"Свердловская область, Екатеринбург, р-н Ленинский, мкр. Юго-Западный, ул. Громова, 26",155555,Свобод. назнач.,124.0,1,20,+79366998915
https://cian.ru/rent/commercial/320752069/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Шарташ, ул. Искровцев, 40",15000,Офис,20.0,3,3,+79012490483
https://cian.ru/rent/commercial/320764319/,"Свердловская область, Екатеринбург, р-н Центр, ул. Степана Разина, 2",9000,Офис,33.0,7,16,+79122275454
https://cian.ru/rent/commercial/320798792/,"Свердловская область, Екатеринбург, р-н Центр, пер. Центральный Рынок, 6",45000,Офис,35.0,2,2,+79120511394
https://cian.ru/rent/commercial/320836102/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Пионерский, ул. Вилонова, 45",45000,Свобод. назнач.,18.0,1,1,+79122841631
https://cian.ru/rent/commercial/320855606/,"Свердловская область, Екатеринбург, р-н Центр, ул. Белинского, 108",60000,Офис,62.8,10,24,+79126418271
https://cian.ru/rent/commercial/320872569/,"Свердловская область, Екатеринбург, р-н Академический, мкр. Широкая Речка, ул. Соболева, 19",70000,Свобод. назнач.,80.2,1,16,+79826325731
https://cian.ru/rent/commercial/320942454/,"Свердловская область, Екатеринбург, р-н Центр, ул. Луначарского, 31",53000,Офис,53.0,7,10,+79126404693
https://cian.ru/rent/commercial/320954349/,"Свердловская область, Екатеринбург, р-н Октябрьский, ул. Народной Воли, 52",250000,Офис,80.0,2,8,+79126024456
https://cian.ru/rent/commercial/321000851/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Втузгородок, ул. Раевского, 20",291650,Офис,307.0,1,20,+79122115886
https://cian.ru/rent/commercial/321027168/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Пионерский, ул. Основинская, 10",76000,Офис,80.0,16,20,+79122631849
https://cian.ru/rent/commercial/321029757/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Вокзальный, ул. Некрасова, 14",224400,Офис,204.0,1,1,+79126219079
https://cian.ru/rent/commercial/321056500/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Вокзальный, ул. Стрелочников, 41",308000,Офис,237.0,6,7,+79945005068
https://cian.ru/rent/commercial/321059905/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, бул. Владимира Белоглазова, 2Г",930000,Свобод. назнач.,1160.0,1,2,+79827238727
https://cian.ru/rent/commercial/321061582/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, бул. Владимира Белоглазова, 2Г",180000,Свобод. назнач.,142.0,1,2,+79827238727
https://cian.ru/rent/commercial/321072312/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Ботанический, ул. Крестинского, 44",65500,Офис,71.7,4,10,+79126725604
https://cian.ru/rent/commercial/321086423/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. ВИЗ, ул. Ключевская, 15",100000,Офис,127.0,2,18,+79120322420
https://cian.ru/rent/commercial/321105038/,"Свердловская область, Екатеринбург, р-н Центр, ул. Горького, 65",100000,Офис,58.0,4,8,+79827322741
https://cian.ru/rent/commercial/321127225/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Старая Сортировка, пер. Проходной, 1",110105,Офис,115.9,3,3,+79126627189
https://cian.ru/rent/commercial/321130438/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Елизавет, ул. Новостроя, 1А",4180,Офис,20.9,1,1,+79827130845
https://cian.ru/rent/commercial/321130521/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Елизавет, ул. Новостроя, 1А",3858,Офис,12.86,1,1,+79827130845
https://cian.ru/rent/commercial/321130800/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Завокзальный, просп. Космонавтов, 15А",39040,Офис,48.8,2,2,+79122115886
https://cian.ru/rent/commercial/321137996/,"Свердловская область, Екатеринбург, р-н Октябрьский, мкр. Парковый, ул. Мичурина, 239",22000,Офис,29.1,1,1,+79122115886
https://cian.ru/rent/commercial/321150660/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Втузгородок, ул. Блюхера, 40",70000,Офис,99.5,22,31,+79126525070
https://cian.ru/rent/commercial/321175632/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Юго-Западный, ул. Волгоградская, 193",20000,Офис,19.3,11,15,+79122100216
https://cian.ru/rent/commercial/321202795/,"Свердловская область, Екатеринбург, р-н Октябрьский, мкр. Шарташский рынок, ул. Куйбышева, 145",106000,Офис,105.8,1,5,+79126627189
https://cian.ru/rent/commercial/321243815/,"Свердловская область, Екатеринбург, р-н Центр, ул. Куйбышева, 44А",1750000,Офис,700.0,14,23,+79826101556
https://cian.ru/rent/commercial/321268044/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Уралмаш, ул. Машиностроителей, 19",37400,Офис,34.0,3,6,+79126627189
https://cian.ru/rent/commercial/321281869/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, ул. Рощинская, 50",151300,Свобод. назнач.,151.3,1,10,+79827322495
https://cian.ru/rent/commercial/321288104/,"Свердловская область, Екатеринбург, р-н Центр, ул. Малышева, 40",110000,Офис,75.0,1,2,+79126627189
https://cian.ru/rent/commercial/321291949/,"Свердловская область, Екатеринбург, р-н Ленинский, мкр. Автовокзал, ул. Большакова, 75",160024,Офис,89.8,1,9,+79126928733
https://cian.ru/rent/commercial/321294847/,"Свердловская область, Екатеринбург, р-н Центр, ул. Декабристов, 69",4455600,Офис,790.0,3,3,+79864046398
https://cian.ru/rent/commercial/321294849/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, ул. Малышева, 5",6100000,Офис,3530.0,5,12,+79864046398
https://cian.ru/rent/commercial/321294852/,"Свердловская область, Екатеринбург, р-н Центр, ул. Декабристов, 69",479400,Офис,790.0,3,3,+79864046398
https://cian.ru/rent/commercial/321294859/,"Свердловская область, Екатеринбург, р-н Центр, ул. Декабристов, 69",705000,Офис,790.0,3,3,+79864046398
https://cian.ru/rent/commercial/321295069/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Заречный, ул. Черепанова, 4В",115000,Офис,150.0,3,4,+79126627189
https://cian.ru/rent/commercial/321297776/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Пионерский, ул. Данилы Зверева, 31литS",630000,Офис,1050.0,1,6,+79122115886
https://cian.ru/rent/commercial/321352102/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, ул. Таганская, 79",167500,Свобод. назнач.,250.0,1,16,+79122510269
https://cian.ru/rent/commercial/321406976/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Втузгородок, ул. Лодыгина, 15А",63000,Офис,28.0,1,1,+79122624889
https://cian.ru/rent/commercial/321413681/,"Свердловская область, Екатеринбург, р-н Центр, ул. Малышева, 40",95000,Офис,116.0,-1,2,+79126627189
https://cian.ru/rent/commercial/321413685/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Эльмаш, ул. Фронтовых Бригад, 15А",40000,Офис,33.0,3,3,+79126627189
https://cian.ru/rent/commercial/321445709/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. ВИЗ, ул. Юмашева, 7",400000,Офис,320.0,2,7,+79826613788
https://cian.ru/rent/commercial/321447026/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Старая Сортировка, ул. Пехотинцев, 2В",100340,Свобод. назнач.,69.2,1,9,+79122413727
https://cian.ru/rent/commercial/321485785/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. ВИЗ, ул. Нагорная, 12",185000,Свобод. назнач.,74.0,1,25,+79122808482
https://cian.ru/rent/commercial/321487263/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Уралмаш, ул. Ломоносова, 55",125000,Офис,91.0,1,1,+79126707480
https://cian.ru/rent/commercial/321487340/,"Свердловская область, Екатеринбург, р-н Центр, ул. Розы Люксембург, 22",40000,Офис,21.0,6,6,+79874728364
https://cian.ru/rent/commercial/321510356/,"Свердловская область, Екатеринбург, р-н Центр, ул. Шарташская, 8",40000,Свобод. назнач.,23.5,1,12,+79826213840
https://cian.ru/rent/commercial/321518202/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Заречный, ул. Полежаевой, 10А",48000,Офис,48.0,1,5,+79126928490
https://cian.ru/rent/commercial/321531197/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Старая Сортировка, ул. Маневровая, 9",26000,Офис,38.0,4,5,+79827324170
https://cian.ru/rent/commercial/321591475/,"Свердловская область, Екатеринбург, р-н Академический, мкр. Академический, ул. Краснолесья, 100/2",175000,Свобод. назнач.,77.0,1,9,+79193922273
https://cian.ru/rent/commercial/321595602/,"Свердловская область, Екатеринбург, р-н Октябрьский, мкр. Парковый, ул. Ткачей, 23",79200,Офис,49.5,7,24,+79770935634
https://cian.ru/rent/commercial/321596629/,"Свердловская область, Екатеринбург, р-н Центр, ул. Михаила Ананьева, 4",160000,Свобод. назнач.,73.0,1,16,+79122510269
https://cian.ru/rent/commercial/321605751/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Пионерский, ул. Смазчиков, 10",983345,Офис,1035.0,1,4,+79122115886
https://cian.ru/rent/commercial/321645485/,"Свердловская область, Екатеринбург, р-н Академический, мкр. УНЦ, ул. Барвинка, 14",99000,Офис,90.0,1,3,+79927032706
https://cian.ru/rent/commercial/321648463/,"Свердловская область, Екатеринбург, р-н Центр, ул. Куйбышева, 44",67040,Офис,41.9,3,8,+79826224597
https://cian.ru/rent/commercial/321653165/,"Свердловская область, Екатеринбург, р-н Центр, ул. Мамина-Сибиряка, 36",48070,Офис,43.7,4,5,+79126930605
https://cian.ru/rent/commercial/321656912/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Завокзальный, пер. Мельковский, 5",115545,Офис,165.3,1,4,+79829723154
https://cian.ru/rent/commercial/321660356/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Заречный, ул. Черепанова, 4Б",40000,Офис,50.0,3,4,+79126627189
https://cian.ru/rent/commercial/321663011/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Новая Сортировка, ул. Техническая, 18Б",34600,Офис,34.6,2,5,+79126627189
https://cian.ru/rent/commercial/321680785/,"Свердловская область, Екатеринбург, р-н Центр, ул. 8 Марта, 51",264400,Офис,132.2,3,22,+79827202847
https://cian.ru/rent/commercial/321696031/,"Свердловская область, Екатеринбург, р-н Центр, ул. Толмачева, 9",188000,Офис,111.0,1,7,+79826436947
https://cian.ru/rent/commercial/321710787/,"Свердловская область, Екатеринбург, р-н Центр, ул. Радищева, 6А",200000,Офис,132.6,16,16,+79827322495
https://cian.ru/rent/commercial/321721929/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Заречный, ул. Бебеля, 11",25200,Офис,36.0,2,3,+79810788177
https://cian.ru/rent/commercial/321725117/,"Свердловская область, Екатеринбург, р-н Центр, ул. Малышева, 29",53130,Офис,25.3,4,5,+79126219079
https://cian.ru/rent/commercial/321735186/,"Свердловская область, Екатеринбург, р-н Октябрьский, мкр. Парковый, ул. Ткачей, 23",69750,Офис,46.4,7,20,+79126627189
https://cian.ru/rent/commercial/321735375/,"Свердловская область, Екатеринбург, р-н Центр, ул. Белинского, 108",80000,Офис,80.2,14,23,+79826515622
https://cian.ru/rent/commercial/321739040/,"Свердловская область, Екатеринбург, р-н Центр, ул. Розы Люксембург, 37",69000,Офис,46.0,2,7,+79126422120
https://cian.ru/rent/commercial/321764517/,"Свердловская область, Екатеринбург, р-н Центр, ул. Розы Люксембург, 49",79550,Офис,37.0,6,16,+79120312012
https://cian.ru/rent/commercial/321770770/,"Свердловская область, Екатеринбург, р-н Центр, ул. Бориса Ельцина, 3/2",307280,Офис,133.6,5,32,+79827203475
https://cian.ru/rent/commercial/321798575/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. ВИЗ, ул. Токарей, 40",9000,Свобод. назнач.,7.0,2,18,+79827004153
https://cian.ru/rent/commercial/321827616/,"Свердловская область, Екатеринбург, р-н Центр, ул. Куйбышева, 44А",350000,Офис,161.0,10,23,+79921299568
https://cian.ru/rent/commercial/321829423/,"Свердловская область, Екатеринбург, р-н Центр, ул. Радищева, 31",788040,Офис,358.2,1,16,+79945008035
https://cian.ru/rent/commercial/321829771/,"Свердловская область, Екатеринбург, р-н Центр, ул. Радищева, 31",788040,Свобод. назнач.,358.2,1,16,+79945008035
https://cian.ru/rent/commercial/321839563/,"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, ул. Селькоровская, 86А",100050,Офис,133.4,2,3,+79122311484
https://cian.ru/rent/commercial/321850184/,"Свердловская область, Екатеринбург, р-н Кировский, мкр. Втузгородок, ул. Блюхера, 88",15840 - 42160,Офис,52.7,2,3,+79826311688
https://cian.ru/rent/commercial/321855504/,"Свердловская область, Екатеринбург, р-н Октябрьский, ул. Белинского, 83",74000,Офис,37.0,7,20,+79826703601
https://cian.ru/rent/commercial/321873957/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Заречный, ул. Черепанова, 25",912000,Офис,960.0,1,5,+79122510269
https://cian.ru/rent/commercial/321873995/,"Свердловская область, Екатеринбург, р-н Железнодорожный, мкр. Заречный, ул. Черепанова, 25",522500,Офис,550.0,1,5,+79122510269
https://cian.ru/rent/commercial/321876044/,"Свердловская область, Екатеринбург, р-н Центр, ул. Свердлова, 38",216000,Офис,90.0,1,5,+79810786018
https://cian.ru/rent/commercial/321882997/,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Заречный, ул. Колмогорова, 3",32000,Офис,34.3,9,9,+79126002434
https://cian.ru/rent/commercial/321887036/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Уралмаш, ул. Машиностроителей, 19",88000,Офис,80.0,4,6,+79126627189
https://cian.ru/rent/commercial/321889651/,"Свердловская область, Екатеринбург, р-н Центр, ул. 8 Марта, 7",228000,Офис,152.0,1,5,+79826326256
https://cian.ru/rent/commercial/321893333/,"Свердловская область, Екатеринбург, р-н Центр, ул. Розы Люксембург, 37",34200,Офис,22.8,2,7,+79126422120
https://cian.ru/rent/commercial/321902534/,"Свердловская область, Екатеринбург, р-н Октябрьский, ул. Белинского, 83",274000,Офис,137.0,7,20,+79826703601
https://cian.ru/rent/commercial/321916297/,"Свердловская область, Екатеринбург, р-н Орджоникидзевский, мкр. Уралмаш, ул. Кузнецова, 2Б",53800,Офис,26.9,8,13,+79826722806
